HAKVHuDZDt5pykRa07tmbJ0S|11|fold not plus shr1 shr4|5465043
HPiBflguzo9e9pbWvOseoXsU|14|and if0 shr1 tfold xor|1703300
HcapmsObNK6ZrRzSINzApNAV|4|xor|9
HeAKuKoQZPQNcVoJtB1FHZ2v|9|and if0 not shr16|91671
HnyPxnxNsAeEfu9VpeUKpx8b|13|if0 shr4 tfold xor|85908
IH3jUB9BgEFIycGaIe3pNivq|10|and if0 not or|432183
IbwlJJLagPmjoRbQLgWsuVBB|12|fold if0 plus shr1|5415546
IjlMMAwe6bZ0A8gUNJAqQ37a|7|plus shl1 shr16|1356
Il4DmJlN7CP3aWmy072RdqK1|5|and shl1|30
Imxr0pw2BHfRRSGvl5GTUnaF|10|and if0 not shr16 shr4|1921401
InU163RFkHwfUHYwmBJZm5Sh|10|and if0 or shl1|432183
IoJN17uAoqd6NbYFFWyNPaHF|11|and if0 tfold|1280
IsfOP4fp38bXB6ps66hi8Mxa|8|tfold xor|16
J74wQPX0qscyUkmGZwMk4LFP|4|shr1 shr4|12
JG2iGsN4hRprwHIC0kZ9Yegs|10|not shr4 tfold xor|576
JQAfiIgMzfFrbrAijZ93xqqk|13|if0 not or shr16 tfold|272896
JXdQBk9VPTnfy2Pkb0eYk4NU|8|not or shr1 xor|20712
JafQDB9iAHP1JiMiGBbxsnWd|11|and plus shr4 tfold|2884
JnS17hgnys4pH5hlKRC77L0o|8|and shr1 xor|6753
K3gp0tfvIReJfGmbey0a7zya|9|plus shr4 tfold|52
KStMUoDSFuzICYAE4PwPAJva|5|not shl1 shr1|81
KhDDCQXq0r4Y3yJ61K5gfLiA|9|not or tfold|52
KrfYDRavBg8szzGDCc6WAPXX|6|not or shr16|318
L6XeL8p01UB7zzAKKGyjBSET|10|and if0 not plus|432183
LBGqIBoanAX4wTOPlrNxBnxn|5|or shl1|30
LJNAZfQ2CJGVkTd8QwRgY8JN|11|fold if0 shr1|180471
LLezyCcMxW7BWd477e00Y3zk|13|if0 plus shr1 shr16 tfold|272896
LOlv9GSUbOnfrP79wx5EMjmX|9|shl1 tfold xor|52
LPVhBFdmbGquutZcZJvAwTi3|9|or shr4 tfold|52
LQDIFvWqRryWdg3zw4uci9ey|10|and if0 shr4 xor|432183
LVZDY5QT0945aBMs9y9yIT10|4|shr16 shr4|12
Lv6AYCFAuontM5epDsrEqb3A|9|shr4 tfold xor|52
M4v8mZ8IabBNZHdjyHCaCuB8|8|plus shl1 shr16|5997
MOzIVqfDIOA01FSAHzXKx2xb|14|and if0 shr1 shr4 tfold|1821696
MQa3loKTdZaFrZQzAwdlqGzl|4|shl1 shr1|12
MRJz7moAs2SaVYUNcxI6RdB2|15|and if0 shl1 shr4 tfold|12400640
MT4UyaALfAVdB0RCx2zI0rjJ|11|fold not shr1 shr16 xor|5465043
MzGWtJ0xBhABnSq0ZMAdVXZQ|6|not plus shr1|318
N96ETz9mUhwdE2CQW4mCR1SM|12|not or shl1 tfold xor|48896
NW5xdHysBPlkxW1wXRF2JZf8|9|not plus tfold|52
NgGWZxLDcfoDlWFjFUIFMg03|11|if0 plus xor|516132
No9bUyDV9DUgvBz6dMKws9QR|12|if0 not shr1 shr4 tfold|40548
NsEyJWpT1gZPXDnH5PUyKBvi|8|or plus|3240
NwRPcBxHPNJEABePAYBeK4TM|14|and if0 plus shl1 tfold|1703300
O2tnLddX1RblmrOqvtN6t2Ge|4|and|9
O4J4A33fuKyKA78U0BUJS37M|12|fold or shl1 shr16|6361590
O6fJ7Rq94ZABqAZ1wYjyhPVL|7|not shr16 xor|1356
O7vKXxhBVumSpiOhf7lYd27t|9|plus shr1 tfold|52
OBu2gQAB5eljXtfc9w4ymJOX|9|if0 not shr1 shr4|98415
OStpvcXUkxiSDPBSfNjAXNoN|15|if0 shr16 shr4 tfold xor|12400640
Ob0BxYvvu7q3rekUqF8PMhuO|4|and|9
Oc7FpTwgGeId8SSORICFX60j|14|if0 or shr1 shr16 shr4 tfold|5626692
OchXd7jTVkfGmzZKHPKTGIQe|14|if0 not or tfold|507588
OeA8ihwbAjpDN0E3Frz4hOqK|10|not plus tfold|228
OeqHB3Xtybyx2sm4FuOBBe0d|12|fold if0 not shr4|5987892
OlRngHd2HeAYnAcYZkhm9uWX|9|if0 tfold|64
OqEPUkBZ6brVTtPgvgwFDWbY|11|if0 not or plus shr1|10570740
OtKJmu8podzrkqUJDy9jqGVM|7|not or shr1 shr4|3969
PQ3U8zoBxqynzYadbMI6fWlt|10|shl1 shr1 tfold xor|576
PU545hh2awdSax1AnRsz9RQo|6|or shr16|111
PcI6BJBecQUGVi1vl8GsIR0n|9|or shr4 tfold|52
Pf61VBoIZJcVC7YBB5zXhM6d|11|plus shr16 tfold xor|2884
PnPc6aiNucxoiSuwUQlYzwAT|11|if0 plus shr1 shr4 xor|10570740
Q7inrp6gyoFIO099HXBsM1if|12|fold shr16 shr4 xor|6361590
QEiQx16xVJ7vBoluOp80X1w7|12|or plus tfold xor|34560
QekJNuaSyekjz1TCJHimbSPd|4|shr4|3
Qk5zOEsyFCJwCb4mZ410o3Hm|11|fold or plus shr4|1230915
R9JfrDKCA8dKNhn8aBDSopWg|10|if0 or shr16 shr4|539670
RbfCAH8bTzGMAdf0R00PcNzG|9|and if0 xor|20412
RkmhjLKXGAb9Bj3oaYJAylhD|15|and if0 shl1 shr4 tfold|12400640
S1gV3peL8rFBC4AKHqKAsug5|13|if0 not plus shr1 tfold|272896
S2s3heykGlCh06AaZmZp3hhF|12|if0 not plus tfold|15476
SAjBpRmb0RJaI2knIBd6eukY|7|or shl1 xor|1263
SNB0uGyFfMyIh6u6jlD7fMAk|11|fold not shr1 shr16 xor|5465043
SaK0AKy2KFPAdBC5viLkwAAx|9|and if0 not shr4|91671
SgkuTelSMmHHHIz00BRvSrfn|11|if0 plus shr1 shr16 xor|10570740
SwYI1Tg4uU3syed6pyylACaq|8|or tfold|16
SyFhUccqVPTptSU7putn9kAo|12|fold not plus shr4|6361590
TMAiGjLaGeRulAxtfMQRqYKw|6|or shr4|111
TR4NRc0VwX7QcDCgpkurNvPy|14|if0 not plus shl1 shr4 tfold|5626692
TcoAr3PkkH0A2vQGYvoTENJ8|11|fold if0 or|190260
UIGM4KEHxBXLiWTVED6Luoi8|4|not shr1|12
USn5jYuYQzu7idJw3clwvI0n|12|if0 not plus tfold|15476
UWIi3d251UOsm1mwc2vOdIrB|8|or plus shl1 shr4|20712
UdpHIFcpCtdMfqQ3c6abO0ER|14|if0 shl1 shr1 shr4 tfold xor|5626692
V4RsjTKskMtb136AA22WSif1|12|fold if0 shr16 xor|5415546
V8P9V9B0CpncBlvnjQoFJKbN|6|or shl1 shr4|318
VP0qwubmAczFna0DZ5Px6rMg|5|shr4|3
VYXAFgk7vAYVhmA4lOSLhlab|13|and if0 not shl1 tfold|272896
VaQewMpBBNYfodylZyulI6Fl|3|shr16|3
VisUnSdhYguoBM6HHrkSpnCL|10|and if0 plus shr16|432183
Vs5J3MiDGwV2lEkO0SZ3JDMy|10|and if0 not|124617
WGowzh5B3x1sbkqBlaA2BNSN|10|if0 shl1 shr1 shr16 xor|1921401
WjX1ll5KYIHloKLuBAJ3ODAK|13|and if0 not tfold|85908
X9vwBa1AIkc8BVnBD88lbS0r|11|shr1 tfold xor|804
XIc6SXrzWW6O9wezBYJZjql2|8|not shr16 shr4 xor|20817
XRXMZmqkq3A3ZP5J2Z2hOVHN|9|shl1 tfold xor|52
XSVsL2O1ucFPYhAGqk4cYu2a|8|tfold xor|16
XXfxO0BFD6B4r0z5qKDxwJBW|13|and if0 tfold|21504
XruBLUBAwkWWQmIaZbzBjCXP|9|and if0 plus|20412
Y7paUZkSAfQEvpyo2BrqyASM|11|fold or plus shr4|1230915
YLBuitJ66aMZVMd3Ml8Im2wz|15|if0 not plus shr4 tfold|12400640
YPF9bRkDI97YHFBpUVpRlpEJ|11|if0 plus tfold|1280
YQepOgeVJROfY9x18aAW7oBN|8|plus tfold|16
YYqyBSsUUAHi5MTaBy12xYA5|8|tfold xor|16
YZldVI2yaBZUTyFVkYkoGitq|11|if0 plus tfold|1280
Yrozg2lcu16biXN1qxVnO4Zm|12|and not plus shl1 tfold|48896
ZJOPVXKgAbiLLClWKme1PGvt|10|or shl1 shr1 tfold|576
ZoiJxguKRwKRVKyDSO7BaFY9|8|and plus|3240
ZozkGRCT9I311dbFKdJ3jusH|8|not or shl1|5997
ZrOT2gvmQ0Tiv5dzWaeKfmjW|5|and shr4|30
aALWeQugxUJJ3T6IqcQa7YoG|4|shl1 shr1|12
aHtUdF71MXIf1dpkoyLnmDOL|4|shl1 shr16|12
aUPXsgn92224J8lUIXZEd46z|6|plus shr1 shr16|318
aY1wo3oCAgMZKdJAN4nwRcde|12|fold plus shl1 xor|7168269
ak7mdpCfSSVoa6ReOdIGawjz|5|or shl1|30
amhIP34qbAmZR3dk8wv2Jj2B|6|or|54
amkEumsH0a9CqGSwdztIAHzf|8|and not shr4|5997
ap85mr6npR9YafCOJO8M3I5q|4|shl1 shr1|12
azTWXMY70MSKyiCIlo1FX14I|10|and if0 plus shr1|432183
b0PGnygldf7GehfEtaA0nhqt|9|and if0 plus|20412
bLEvUDkyu7SWJGszpCAgZdOr|11|and if0 not or shr1|10570740
bVRZt7itSMqcVr5A9marAMoM|11|fold or plus shr16|1230915
bW6KHzSr95EMRfWB8gUWAKrR|7|and plus shr4|1263
bjQqPdz4rRSjoac8GOnp2qBo|3|shr1|3
bqjdB7RlEqe4sMS7SV0oRtHA|10|and if0 shr1 xor|432183
bzOHgAk9BMjfWColk2hierJm|3|shr16|3
c72Sw7Ym4evnJA9bNthfiCIc|14|if0 plus shr4 tfold|507588
cKB6Drovbf1XyqibDTFFD6QP|5|shr16 xor|30
cKHTbYaoVAgQdhD2SMU1h7ge|8|and or shr1 shr4|20712
cPfK0gn6tjVjmSfxRDxlERpp|10|not or shl1 tfold|576
cRh0Nc9rZgWnLgoB9alxgS5A|10|if0 not tfold|260
cTVMeMiAIeJELvgr386JXyOt|7|and not shr16|1356
cbGaL0iQSNRFeAKfQgQLWFPj|9|if0 shl1 shr16 shr4|98415
cbbbVLRx4q3SABrZwvbimwxR|14|if0 or shr16 tfold xor|1703300
dAtecx4Xw7Z7tBNj48X9WEuD|11|plus shr4 tfold|804
dHw4drt7BpIK44PYLOVfEnp4|15|and if0 shr16 tfold xor|11686276
dgem9WsBobY2wdTYhWA0jBPP|6|and not shr4|318
dhkUsk5baWIHe8iUJPMHInCv|8|or tfold|16
dmDm2PcSCXuTfdc3AZgJh6uq|8|shl1 tfold|4
dpgBvrKBXgVXDxaz7UtClFkn|11|plus shl1 tfold xor|2884
dqlM5KPeUnTBjXRqrnA5Men0|8|not shl1 shr16 shr4 xor|60213
eCrHR5aWnf9OzuWekyqLhy2c|9|plus shl1 tfold|52
eEnZjcGvf28DZZ1PVe5NN4rM|11|fold if0 xor|190260
eej26rVWSIsCj5lb6mmV0BhA|9|or shr1 tfold|52
eotIUMq9imuSCKF22herLDF0|10|not plus tfold|228
epyBVbKFi235hkiPloekhzqB|12|if0 or shl1 tfold|15476
ezHJAAIvtrrpPuO6AXZIFCmW|11|if0 not or shr16|3235380
fAMY84AIzZgywgBu676pqsZp|4|plus|9
fKNB1xIYbCcSB4vchPKWMXpS|11|if0 not shr16 tfold|2688
fl05tWNNBPAQMeiN1VI8Lfhs|10|shl1 shr1 tfold xor|576
g502UY1xyIfVAThmMaDcWx7j|11|plus shl1 tfold|804
gAAxFVxaZzfua22US3hOPxAO|11|if0 or plus shr1|2573859
gLhEIxFX86xZ0hTIrX8XC78y|10|and or tfold|512
gSxCGAl06F8hzHZGtGwfTgcJ|8|not shl1 tfold|16
gTgN29B2j8JKOsxqO0EYEx3V|14|and if0 shr1 tfold xor|1703300
gvrEnRBjybSrzA5qKNGy2ABB|10|if0 shl1 tfold|260
hBGEw7HQE9EdZpqCEqnC8mwk|11|and if0 or shl1|2573859
hJFqqduS1lXQyfReJpEYAKlC|4|and|9
hJh0XrwqltsxySMgySfuI7pz|6|or shl1 shr4|318
hflsjRdVPtMQgxmUAk3RWpLi|10|shr1 tfold|4
hhc7bWUbOvcEHg5tMhcmfpir|8|plus shl1 xor|6753
hpiQOjyAsLZGRGSIx9BcJFvG|7|or plus shl1|1263
hpn622gChHPiCzlPXOhcTem6|14|and if0 plus shl1 tfold|1703300
hqNxwp4ktIFA1MYmh6aiMmBC|5|plus shl1|30
ht6Q6FXx1Fp0Aio9BTPx0FPn|11|or shl1 shr1 tfold|2688
hysPaVJQlTBDvvfj4vBNl4Db|12|fold or shl1 shr16|6361590
hzr4ByVs74pTB4f4XCLH6ZBN|7|and plus shr16|1263
iBftvgQqMGzBAZvOBUkZxiAJ|6|and not shr4|318
iCcrBuoOIHYAZyYdwTn5234j|10|and if0 plus shr1|432183
iF9beQp2OnVObkZmCTA14ptM|9|if0 or xor|20412
igStF7X2SfUIJNrpyTnDJPNM|12|and fold not shr4|6361590
j01NmQTAHA3eIULVAZg9gcch|9|plus shr4 tfold|52
jBhNyj3JY3x67NdWI2oBu4fY|13|and if0 not shr1 tfold|272896
jkkcLcf8IpTuP8MVhclMj4q5|9|shr4 tfold xor|52
jtOOhLVgVX4RODoO79JXBWuY|12|if0 or shl1 tfold|15476
k3cfisPofAhK4cZZFmbWBPdH|6|or plus|216
k6AroNtIua0LFxNTgt4qq3xS|13|if0 or plus tfold|86016
kLEOYFNqUjza7KBzC19UsBlq|6|and|54
kWdDuPV792bs4AcAMHauqvXL|8|or shl1 shr16|5997
kd0HV13kT2BRD2k1wAhZBfJZ|11|or plus shl1 tfold|2884
lPJySTiKcQYoBczWArP54tBY|12|if0 plus shr4 tfold|15476
lRSLLIGouYIKlfiIcHxBb7NP|3|not|3
ldhZA09o1A9BidZUrWsX1aL5|12|and or shl1 shr16 tfold|48896
lqyJfaBBofEI3xjMypq7Xln4|7|not plus shr1 shr16|3969
lqzQBwto4KW1iYdYqS8RqGQK|12|if0 not shr1 shr16 tfold|40548
lsK5KofSaknYeAG3c45J3ATd|9|and if0 shr1 shr4|91671
m0FXl99yltPffB44wFhHuuTi|12|plus shr1 shr16 tfold xor|48896
mDb1mnlpuYTB5tDdeU4o4gGf|12|if0 not tfold xor|15476
mGauavIGAJWxasBfoY5cSjeA|11|fold if0 not shl1|1096260
mICwO5c1k2iH4DoXYmoFLJkw|6|or plus|216
mIG5JgNirDBkBdI5pGjwGx8i|11|if0 plus shl1 shr16 xor|10570740
macScOPkkBhJAGx6Bq4JcALt|8|not or shl1 shr1|20817
nOD1dh8NysgbfuKQeJ6q8q56|5|or shr4|30
nhbJVcbnmscR2xDAAfpWzQct|11|and if0 not shl1|3235380
npqJvr835BiuBWLDGJBChmzS|3|shr1|3
nuFMnw3COxORmAAApb2WcXaG|6|or shl1 shr1|318
oNXy0ZfSXXjn6V4cZ9GisPQv|5|or shl1|30
okG2RhV4oBL7jEV9VPMElJ9G|14|if0 or shr4 tfold xor|1703300
oppKjdyCCQ0RmPVOfqaKbAWC|3|shr16|3
p9ICqQdmdAQn5UAHIK1GXrfJ|9|and if0|5103
pRWir32QmubT2ciRzslQfWnS|11|fold if0 not shr4|1096260
pTAQt6Pnnhz826gyYWhNJyL4|11|and if0 shl1 shr1|3235380
poJ7semoJCCj6hfbAbuVwaDJ|10|if0 not shr16 shr4 xor|1921401
pxcnbNBmU6uaEFAfnqAb0ge4|14|if0 not or shl1 tfold|1821696
q2CPwh05EmekbrLi9eAf7P3x|7|if0 shr1 shr16|1176
qNHLTP1qUItZYPIVC6jWqNjJ|8|plus tfold|16
qPAOuQP8qAqTb1VHM27DMfDl|9|and shl1 tfold|52
qbdfB1TQaTqBCSPnrAS7Ax05|9|if0 tfold|64
qfZD9ENxebKsiCLwP2lQ45Ey|8|and tfold|16
qoHxGtnhZJz0AFWnJcRSbx2R|11|fold if0 or|190260
qprjJEJmq9PMgc5X4v8xfgIY|11|fold shr4 xor|205329
rChS1ba5n7GvgvIiU8k2MQjz|7|or shl1 shr1 shr16|3969
rUFZEamJ7N8RwGKAJhxfdD5T|3|not|3
rZlDAcVtU9UcATsAXq0KOj2r|11|and if0 not or shr16|10570740
reD4BGHRBy5CGinsaBWJSBi8|14|if0 or plus shr1 tfold|1703300
rjAPVj1ulL3Z4USjGBLof5Sc|11|fold or plus shr1|1230915
s8SObvqhxiiGzCEP6Ke5X708|9|if0 not shl1 shr4|98415
t2GKv7Dbdxq7sSbTn8LArjsR|9|and if0 shl1|24573
t3pgYDkc1yT8qvArDpSJYnG8|6|and shr1 shr16|318
tClnLV1tAOPVHyr00OSK7UQ9|11|and if0 not or shl1|10570740
uAneEHcR834zYoBQTH0gBz5e|5|or shr4|30
uBahGRqOS8sLBNkw0CfTBt6t|9|and if0 xor|20412
uOoGv0JBKhPBKvIZDxTcgLiJ|15|and if0 plus tfold|2949120
uWp41Q5hhppYUqd9HEN8qAZE|12|or shr16 tfold xor|18404
uqcZlCNBjqPBMckJfPVdznSu|14|if0 or shr4 tfold xor|1703300
us1qkDhIHueUGVT2QrtQzZqY|9|if0 shl1 shr16 shr4|98415
utfSEitOiAHBC0AylQBZmf0q|9|if0 tfold|64
uxCeN8bQ9dhoPdHRfdvABi4n|12|and shr16 shr4 tfold xor|48896
vWjAyCNxSrXGYSb0iwZEQqCb|3|shl1|3
vdFQGyoC6CLHGGLAJ49WYZcO|9|shr4 tfold xor|52
vlo52tzBNIUsbg2rh8BWxYSN|13|if0 not shr4 tfold xor|272896
vz5RyCZoBPm18S0evhrGzX7V|11|plus shl1 shr16 tfold|2688
w3ARtHYESXZWZ5lzWlfiPQ2Z|7|plus shr4 xor|1263
w78oRKwe5iXjtfWPev37zdbe|8|plus tfold|16
wjP5R3CK5MihGyXmqZVtIiGQ|11|fold shl1 shr16 shr4 xor|5465043
wlxbfj4JOZIBtgkR9PAOVqTB|3|shr16|3
xLn6bVxrAqfPmOBwlM31a9CS|11|if0 or shr16 shr4 xor|10570740
xMi9VsFuFR7IDyP89BAAfoB2|9|and if0 xor|20412
xMkbYKRcI1yQ5jKiutzvxcNm|12|fold if0 plus shr1|5415546
xNCXFaTaOtRP9VzGdDzfjNpd|12|not or plus shl1 tfold|48896
xRwqfjD5FOBYxvQiLHnACOUm|15|and if0 plus shr4 tfold|11686276
xWsBesfywKkLZsJALp5x2dBw|8|or tfold|16
xdES6Gf5NzEAYrc0DnjHViZC|3|shr4|3
xeGbVzRGUABusdBEN00KSRww|7|or plus shr16|1263
xnwaeHICeW9vMvgqNsfhaVGB|6|or shl1 shr4|318
xsdoqiTIDy1BIMdofikc4AVo|9|if0 plus shl1 shr1|91671
xxWXZaUWxiF5Bm3GT4lP9NKZ|11|and if0 not shl1 shr1|13163553
yAvrxyD1bZruTl3GwRjkJ1Ql|7|not shl1 shr16 xor|3969
yBgBxVAv9jj1nBgJBkWwqlrg|13|if0 or shl1 shr16 tfold|272896
yKlr5hmY6439IflE5iPy48Ma|11|fold or shr16 shr4|1193892
ygurBvwB66rw1BebcUetjy1J|11|if0 or plus shr1 shr16|10570740
ytiTyVDb6pIamhoWTtWQaS0o|6|or shr16|111
ytjYHBgBnxAAhG6BdnrxEWJT|3|shl1|3
ytsUGDp04NFzjg5QmlgNVSdX|8|or shl1|1353
yv31bRj99xsbZgoTOj8RtXGV|11|fold not shl1 shr4 xor|5465043
z76RBJtHktMP7QUDFYtAwz9q|10|plus shl1 tfold|228
zOxSAPlCiu5e9E5iLjZMAc83|5|and not|30
zTYNL8qmp93AWe4bklKKHFvd|5|plus shl1|30
zlTDZJaxSbhiwKQXMvKAaLUf|11|and if0 not shr4 xor|10570740
zqgNuj0razuzKhVa9egkGNsV|10|shl1 shr4 tfold xor|576
zzBXGTebcCaaV6yCUd2kEcxR|13|if0 or tfold xor|86016
